Category,Id,Question,Question_concat,Response,Response (group),Sentiment,Calculation1,Negative,Neutral N Values,Neutral P Values,NPS,Positive Values,responses,Value
Innovation,Respondent #34,I would recommend this to others.,Innovation - The performance in this area is reliable.,Agree,positive,Negative,-2,-1,-0.7332313989055668,0,100,0,1,3
Innovation,Respondent #23,I find this aspect of the product satisfactory.,Innovation - I find this aspect of the product satisfactory.,Disagree,negative,Negative,-2,0,-0.30924901564578366,1,0,0,1,4
Innovation,Respondent #19,The performance in this area is reliable.,Innovation - This aspect meets my expectations.,Neutral,neutral,Negative,-2,0,0.029253201149524344,1,-100,0,1,2
Innovation,Respondent #19,I would recommend this to others.,Innovation - This aspect is easy to understand and use.,Disagree,negative,Negative,0,0,0.8059580562279667,0,100,1,1,4
Innovation,Respondent #20,This aspect is easy to understand and use.,Innovation - I would recommend this to others.,Agree,positive,Negative,2,0,0.0019731305211341255,0,100,0,1,2
Innovation,Respondent #12,I would recommend this to others.,Innovation - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,1,-1,0.09316787000733617,1,-100,1,1,5
Innovation,Respondent #23,The performance in this area is reliable.,Innovation - I would recommend this to others.,Neutral,neutral,Negative,-2,0,-0.05755299131253744,0,-100,1,1,5
Innovation,Respondent #23,I find this aspect of the product satisfactory.,Innovation - This aspect is easy to understand and use.,Disagree,negative,Negative,1,0,0.8613184478462894,1,-100,0,1,4
Innovation,Respondent #6,I would recommend this to others.,Innovation - This aspect meets my expectations.,Agree,positive,Negative,-2,-1,-0.5138235513164722,0,-100,0,1,3
Innovation,Respondent #25,This aspect meets my expectations.,Innovation - I would recommend this to others.,Neutral,neutral,Negative,-2,-1,0.40698967101328365,0,-100,0,1,1
Innovation,Respondent #37,I would recommend this to others.,Innovation - I would recommend this to others.,Neutral,neutral,Negative,0,0,0.08499531115968506,1,0,0,1,5
Innovation,Respondent #22,This aspect is easy to understand and use.,Innovation - This aspect meets my expectations.,Disagree,negative,Negative,2,0,-0.2561232747670321,1,100,0,1,3
Innovation,Respondent #50,This aspect is easy to understand and use.,Innovation - This aspect meets my expectations.,Neutral,neutral,Negative,1,0,-0.8235977357907633,0,-100,0,1,2
Innovation,Respondent #10,This aspect is easy to understand and use.,Innovation - This aspect is easy to understand and use.,Agree,positive,Negative,-1,-1,0.3468514013013928,0,0,0,1,2
Innovation,Respondent #1,I would recommend this to others.,Innovation - I find this aspect of the product satisfactory.,Agree,positive,Negative,0,0,-0.012748187134739464,0,0,1,1,1
Innovation,Respondent #3,I would recommend this to others.,Innovation - I would recommend this to others.,Agree,positive,Negative,-1,-1,0.1492901618345126,1,0,1,1,1
Innovation,Respondent #46,This aspect meets my expectations.,Innovation - This aspect meets my expectations.,Agree,positive,Negative,-2,-1,-0.8255108965485742,0,100,0,1,2
Innovation,Respondent #40,This aspect is easy to understand and use.,Innovation - I find this aspect of the product satisfactory.,Disagree,negative,Negative,2,-1,-0.6633811866238339,1,100,1,1,4
Innovation,Respondent #11,I find this aspect of the product satisfactory.,Innovation - This aspect is easy to understand and use.,Disagree,negative,Negative,-2,0,0.9013843226503344,0,0,0,1,5
Innovation,Respondent #1,This aspect is easy to understand and use.,Innovation - This aspect is easy to understand and use.,Agree,positive,Negative,-1,-1,0.21207274624883454,0,-100,1,1,4
Innovation,Respondent #9,This aspect meets my expectations.,Innovation - I would recommend this to others.,Strongly Agree,positive,Negative,0,-1,-0.11991562463665217,0,0,0,1,1
Innovation,Respondent #40,I find this aspect of the product satisfactory.,Innovation - This aspect is easy to understand and use.,Agree,positive,Negative,2,-1,0.3924474088759009,0,0,1,1,3
Innovation,Respondent #50,I find this aspect of the product satisfactory.,Innovation - This aspect is easy to understand and use.,Disagree,negative,Negative,0,-1,-0.02716905570516559,1,100,0,1,5
Innovation,Respondent #23,This aspect is easy to understand and use.,Innovation - The performance in this area is reliable.,Agree,positive,Negative,0,-1,-0.3622811046477634,0,100,0,1,1
Innovation,Respondent #29,I find this aspect of the product satisfactory.,Innovation - The performance in this area is reliable.,Neutral,neutral,Negative,-2,-1,0.7290942602253121,1,100,0,1,2
Innovation,Respondent #33,I would recommend this to others.,Innovation - This aspect meets my expectations.,Neutral,neutral,Negative,2,0,0.8263532473362023,0,0,0,1,2
Innovation,Respondent #30,This aspect meets my expectations.,Innovation - The performance in this area is reliable.,Disagree,negative,Negative,2,-1,-0.8999824289642839,1,0,0,1,2
Innovation,Respondent #35,I find this aspect of the product satisfactory.,Innovation - The performance in this area is reliable.,Strongly Disagree,negative,Negative,-1,0,-0.8346896445151226,1,-100,1,1,2
Innovation,Respondent #18,I would recommend this to others.,Innovation - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-1,-1,0.49267504941805673,1,-100,0,1,3
Innovation,Respondent #20,This aspect meets my expectations.,Innovation - The performance in this area is reliable.,Strongly Agree,positive,Negative,0,-1,-0.5468495737678813,1,-100,1,1,3
Innovation,Respondent #26,This aspect meets my expectations.,Innovation - This aspect meets my expectations.,Strongly Disagree,negative,Negative,2,-1,-0.060311701311737576,0,0,0,1,2
Innovation,Respondent #4,I find this aspect of the product satisfactory.,Innovation - This aspect is easy to understand and use.,Neutral,neutral,Negative,0,0,-0.20752570206779963,1,100,0,1,3
Innovation,Respondent #48,This aspect meets my expectations.,Innovation - This aspect meets my expectations.,Neutral,neutral,Negative,-2,0,0.34267167284560807,1,-100,1,1,4
Ease of Use,Respondent #42,The performance in this area is reliable.,Ease of Use - I would recommend this to others.,Strongly Disagree,negative,Positive,0,0,-0.9839207690980853,0,0,1,1,4
Ease of Use,Respondent #21,This aspect meets my expectations.,Ease of Use - The performance in this area is reliable.,Strongly Agree,positive,Positive,1,0,0.8637038155600572,1,0,0,1,4
Ease of Use,Respondent #23,I find this aspect of the product satisfactory.,Ease of Use - I would recommend this to others.,Agree,positive,Positive,1,-1,-0.5678019614416219,1,0,1,1,4
Ease of Use,Respondent #25,This aspect meets my expectations.,Ease of Use - This aspect meets my expectations.,Strongly Disagree,negative,Positive,2,-1,-0.030733696935246302,1,100,1,1,1
Ease of Use,Respondent #8,This aspect is easy to understand and use.,Ease of Use - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,-1,0,0.7654413782785012,0,100,0,1,3
Ease of Use,Respondent #50,The performance in this area is reliable.,Ease of Use - This aspect meets my expectations.,Disagree,negative,Positive,-2,0,0.11158926738614228,1,-100,0,1,2
Ease of Use,Respondent #22,This aspect is easy to understand and use.,Ease of Use - I would recommend this to others.,Strongly Agree,positive,Positive,2,-1,-0.6270932806527101,0,-100,0,1,4
Ease of Use,Respondent #3,I find this aspect of the product satisfactory.,Ease of Use - This aspect meets my expectations.,Disagree,negative,Positive,0,-1,-0.22182566177740615,0,100,1,1,3
Ease of Use,Respondent #1,This aspect meets my expectations.,Ease of Use - I would recommend this to others.,Strongly Agree,positive,Positive,2,-1,0.7420247246362273,0,100,0,1,5
Ease of Use,Respondent #24,This aspect meets my expectations.,Ease of Use - This aspect meets my expectations.,Disagree,negative,Positive,-2,-1,-0.36689168865859956,0,0,0,1,1
Ease of Use,Respondent #50,This aspect meets my expectations.,Ease of Use - This aspect meets my expectations.,Strongly Disagree,negative,Positive,1,-1,-0.9837507213311589,0,100,1,1,4
Ease of Use,Respondent #15,I find this aspect of the product satisfactory.,Ease of Use - This aspect is easy to understand and use.,Disagree,negative,Positive,-1,0,0.5680134049415768,0,-100,0,1,3
Ease of Use,Respondent #4,The performance in this area is reliable.,Ease of Use - This aspect meets my expectations.,Agree,positive,Positive,0,-1,0.7989627817593108,1,0,0,1,5
Ease of Use,Respondent #23,This aspect is easy to understand and use.,Ease of Use - The performance in this area is reliable.,Neutral,neutral,Positive,-2,-1,-0.5649288092376927,1,-100,1,1,1
Ease of Use,Respondent #31,This aspect meets my expectations.,Ease of Use - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,2,-1,0.04701569507456349,1,0,0,1,2
Ease of Use,Respondent #20,This aspect is easy to understand and use.,Ease of Use - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,-1,0,-0.18254273376750252,0,100,1,1,4
Ease of Use,Respondent #9,The performance in this area is reliable.,Ease of Use - The performance in this area is reliable.,Strongly Disagree,negative,Positive,-2,-1,-0.00805417238069106,0,0,0,1,4
Ease of Use,Respondent #16,The performance in this area is reliable.,Ease of Use - This aspect meets my expectations.,Agree,positive,Positive,2,0,0.8905339863467978,1,-100,1,1,5
Ease of Use,Respondent #18,This aspect is easy to understand and use.,Ease of Use - The performance in this area is reliable.,Strongly Disagree,negative,Positive,0,-1,-0.4477372964036912,0,100,0,1,2
Ease of Use,Respondent #46,This aspect is easy to understand and use.,Ease of Use - This aspect meets my expectations.,Strongly Disagree,negative,Positive,-2,-1,-0.8463326472326371,0,0,0,1,4
Ease of Use,Respondent #38,I would recommend this to others.,Ease of Use - I find this aspect of the product satisfactory.,Agree,positive,Positive,2,0,0.9765695223258959,0,100,0,1,5
Ease of Use,Respondent #41,This aspect meets my expectations.,Ease of Use - I find this aspect of the product satisfactory.,Agree,positive,Positive,0,0,0.674877572697391,1,-100,1,1,5
Ease of Use,Respondent #23,The performance in this area is reliable.,Ease of Use - I would recommend this to others.,Agree,positive,Positive,2,-1,-0.6765098502451234,0,-100,0,1,5
Ease of Use,Respondent #44,I would recommend this to others.,Ease of Use - I would recommend this to others.,Strongly Agree,positive,Positive,0,-1,-0.6405957368490811,0,0,0,1,1
Ease of Use,Respondent #40,This aspect meets my expectations.,Ease of Use - This aspect meets my expectations.,Agree,positive,Positive,0,-1,-0.5388747245258116,1,0,1,1,3
Ease of Use,Respondent #21,I would recommend this to others.,Ease of Use - This aspect meets my expectations.,Strongly Agree,positive,Positive,-2,-1,-0.1691602750342014,0,-100,1,1,4
Ease of Use,Respondent #27,I would recommend this to others.,Ease of Use - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,2,-1,-0.3282817498378108,0,-100,1,1,3
Ease of Use,Respondent #13,I would recommend this to others.,Ease of Use - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,-1,-1,0.3508538360475595,1,100,0,1,4
Ease of Use,Respondent #24,I would recommend this to others.,Ease of Use - This aspect meets my expectations.,Strongly Agree,positive,Positive,-1,0,-0.48878756486511343,1,0,0,1,4
Ease of Use,Respondent #30,This aspect meets my expectations.,Ease of Use - I would recommend this to others.,Disagree,negative,Positive,-1,-1,0.6379868098657049,1,-100,1,1,1
Ease of Use,Respondent #2,I would recommend this to others.,Ease of Use - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,2,-1,-0.12283339192738718,1,100,1,1,2
Ease of Use,Respondent #29,This aspect meets my expectations.,Ease of Use - I would recommend this to others.,Agree,positive,Positive,1,-1,0.9088915424548534,0,0,0,1,3
Ease of Use,Respondent #26,The performance in this area is reliable.,Ease of Use - I would recommend this to others.,Strongly Disagree,negative,Positive,-1,-1,0.9594818976079413,1,-100,1,1,4
Ease of Use,Respondent #37,I would recommend this to others.,Ease of Use - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,1,0,-0.4127361025059322,0,-100,0,1,2
Ease of Use,Respondent #29,I find this aspect of the product satisfactory.,Ease of Use - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,-1,0,0.8148550922749027,1,0,0,1,3
Ease of Use,Respondent #25,I would recommend this to others.,Ease of Use - I find this aspect of the product satisfactory.,Disagree,negative,Positive,2,-1,-0.669767236975469,0,-100,0,1,4
Ease of Use,Respondent #43,The performance in this area is reliable.,Ease of Use - This aspect meets my expectations.,Strongly Agree,positive,Positive,0,-1,0.5518216211252409,1,0,1,1,5
Ease of Use,Respondent #1,This aspect is easy to understand and use.,Ease of Use - This aspect meets my expectations.,Agree,positive,Positive,2,0,0.5751640349156231,0,100,1,1,4
Ease of Use,Respondent #46,The performance in this area is reliable.,Ease of Use - The performance in this area is reliable.,Agree,positive,Positive,2,0,-0.8366980362731484,1,100,0,1,3
